age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit,date
40,management,married,tertiary,no,4539,no,no,cellular,13,7,256,3,439,1,failure,yes,2014-07-13 00:00:00
41,blue-collar,married,secondary,no,2039,yes,no,cellular,8,5,729,1,-1,0,,yes,2014-05-08 00:00:00
28,services,single,tertiary,no,128,no,no,cellular,27,5,460,1,414,1,failure,yes,2014-05-27 00:00:00
51,blue-collar,married,secondary,no,4787,yes,no,cellular,7,4,895,1,-1,0,,yes,2014-04-07 00:00:00
47,management,married,tertiary,no,1147,no,no,cellular,2,6,654,1,95,1,failure,yes,2014-06-02 00:00:00
37,unemployed,married,secondary,no,1978,no,no,cellular,9,9,404,1,182,1,success,yes,2014-09-09 00:00:00
29,management,married,tertiary,no,51,yes,no,cellular,17,7,1319,5,-1,0,,yes,2014-07-17 00:00:00
24,services,single,secondary,yes,-122,yes,no,,13,5,1000,1,-1,0,,yes,2014-05-13 00:00:00
27,blue-collar,single,secondary,no,294,yes,yes,,28,5,694,2,-1,0,,yes,2014-05-28 00:00:00
23,student,single,secondary,no,922,no,no,cellular,28,5,538,2,184,9,failure,yes,2014-05-28 00:00:00
32,admin,married,secondary,no,51,yes,yes,cellular,14,1,203,1,87,2,other,yes,2014-01-14 00:00:00
40,technician,married,secondary,no,694,yes,no,cellular,3,6,431,2,119,9,failure,yes,2014-06-03 00:00:00
32,management,married,tertiary,no,607,yes,no,,18,6,1060,5,-1,0,,yes,2014-06-18 00:00:00
57,management,married,secondary,no,2155,no,yes,cellular,10,11,144,3,91,2,failure,yes,2014-11-10 00:00:00
28,self-employed,single,tertiary,no,159,no,no,cellular,14,10,246,2,420,2,other,yes,2014-10-14 00:00:00
35,technician,married,tertiary,no,7050,no,no,cellular,10,2,278,3,187,1,success,yes,2014-02-10 00:00:00
35,blue-collar,married,secondary,no,1055,no,no,,18,11,150,2,-1,0,,yes,2014-11-18 00:00:00
24,student,single,secondary,no,8165,no,no,cellular,15,9,216,1,-1,0,,yes,2014-09-15 00:00:00
36,technician,married,tertiary,no,376,no,no,cellular,16,9,173,1,-1,0,,yes,2014-09-16 00:00:00
66,housemaid,divorced,primary,no,3701,no,no,telephone,3,3,834,1,-1,0,,yes,2014-03-03 00:00:00
45,management,divorced,secondary,no,644,yes,no,cellular,19,11,418,1,168,1,success,yes,2014-11-19 00:00:00
28,technician,single,tertiary,no,3623,no,no,cellular,10,3,261,1,-1,0,,yes,2014-03-10 00:00:00
45,housemaid,married,secondary,no,360,no,no,cellular,3,11,215,1,-1,0,,yes,2014-11-03 00:00:00
31,unemployed,single,secondary,no,284,yes,no,cellular,2,2,855,1,-1,0,,yes,2014-02-02 00:00:00
45,services,single,primary,no,1893,yes,no,,3,6,1259,6,-1,0,,yes,2014-06-03 00:00:00
34,admin,married,tertiary,no,69,no,yes,cellular,4,8,120,3,1,6,success,yes,2014-08-04 00:00:00
39,technician,single,secondary,no,1355,yes,no,cellular,14,5,1180,1,-1,0,,yes,2014-05-14 00:00:00
24,management,single,tertiary,no,1506,no,no,cellular,12,6,239,2,95,4,success,yes,2014-06-12 00:00:00
33,technician,single,tertiary,no,1393,yes,no,cellular,18,7,1127,3,-1,0,,yes,2014-07-18 00:00:00
54,management,divorced,tertiary,no,487,yes,no,,21,5,828,4,-1,0,,yes,2014-05-21 00:00:00
26,student,single,secondary,no,655,no,no,cellular,16,9,190,1,-1,0,,yes,2014-09-16 00:00:00
30,services,single,tertiary,no,1788,no,no,cellular,4,8,288,1,181,2,failure,yes,2014-08-04 00:00:00
37,admin,married,secondary,no,0,yes,no,cellular,2,6,107,1,-1,0,,yes,2014-06-02 00:00:00
32,management,single,tertiary,no,41,no,no,cellular,21,8,686,5,-1,0,,yes,2014-08-21 00:00:00
39,management,married,secondary,no,215,no,no,cellular,11,8,1141,4,-1,0,,yes,2014-08-11 00:00:00
27,,single,secondary,no,1187,no,no,telephone,26,2,232,1,101,1,failure,yes,2014-02-26 00:00:00
54,admin,married,secondary,no,0,no,no,cellular,27,1,565,1,-1,0,,yes,2014-01-27 00:00:00
54,housemaid,single,secondary,no,1213,no,no,cellular,12,11,241,1,-1,0,,yes,2014-11-12 00:00:00
71,retired,married,tertiary,no,653,no,no,telephone,3,9,471,1,189,1,success,yes,2014-09-03 00:00:00
41,management,divorced,tertiary,no,3426,no,no,cellular,4,6,102,2,297,3,failure,yes,2014-06-04 00:00:00
29,admin,married,tertiary,no,238,no,no,cellular,25,5,344,2,88,1,failure,yes,2014-05-25 00:00:00
60,retired,married,secondary,no,1690,no,no,,20,6,1467,4,-1,0,,yes,2014-06-20 00:00:00
60,unemployed,married,primary,no,0,no,no,cellular,22,7,1193,1,412,1,other,yes,2014-07-22 00:00:00
36,technician,single,secondary,no,27,yes,no,cellular,9,2,631,1,260,2,success,yes,2014-02-09 00:00:00
34,management,single,tertiary,no,681,no,no,cellular,6,8,637,2,-1,0,,yes,2014-08-06 00:00:00
27,admin,single,secondary,no,18188,yes,no,,12,6,541,17,-1,0,,yes,2014-06-12 00:00:00
34,management,married,tertiary,no,1006,yes,no,cellular,19,11,783,3,195,2,other,yes,2014-11-19 00:00:00
36,management,married,tertiary,no,1352,no,no,,19,6,2028,1,-1,0,,yes,2014-06-19 00:00:00
32,technician,single,tertiary,no,2340,no,no,cellular,18,2,89,2,-1,0,,yes,2014-02-18 00:00:00
55,housemaid,married,,no,366,no,no,cellular,5,6,365,3,57,2,other,yes,2014-06-05 00:00:00
34,services,single,secondary,no,-374,yes,no,cellular,11,5,672,1,-1,0,,yes,2014-05-11 00:00:00
25,technician,single,tertiary,no,1231,no,no,cellular,31,8,271,2,-1,0,,yes,2014-08-31 00:00:00
51,technician,married,tertiary,no,1347,yes,yes,cellular,10,2,160,1,243,1,failure,yes,2014-02-10 00:00:00
33,management,married,tertiary,no,1778,no,no,cellular,12,2,388,1,-1,0,,yes,2014-02-12 00:00:00
35,technician,married,secondary,no,2201,no,no,telephone,12,4,350,1,-1,0,,yes,2014-04-12 00:00:00
55,housemaid,married,primary,no,0,yes,no,cellular,17,7,1303,2,-1,0,,yes,2014-07-17 00:00:00
61,retired,married,tertiary,no,2557,yes,no,cellular,11,8,139,3,190,1,success,yes,2014-08-11 00:00:00
34,technician,married,secondary,no,0,yes,no,cellular,5,8,231,2,2,3,success,yes,2014-08-05 00:00:00
55,technician,married,tertiary,no,1320,no,no,cellular,28,7,340,1,91,2,success,yes,2014-07-28 00:00:00
23,student,single,tertiary,no,0,no,no,cellular,10,8,213,1,-1,0,,yes,2014-08-10 00:00:00
69,retired,married,secondary,no,0,no,no,cellular,27,7,666,1,90,4,success,yes,2014-07-27 00:00:00
37,management,single,tertiary,no,22125,no,yes,cellular,21,11,331,2,-1,0,,yes,2014-11-21 00:00:00
49,entrepreneur,married,primary,no,6188,no,no,cellular,18,11,453,1,-1,0,,yes,2014-11-18 00:00:00
41,unemployed,married,secondary,no,1077,yes,yes,telephone,9,12,207,3,387,2,failure,yes,2014-12-09 00:00:00
39,technician,single,,no,45248,yes,no,,6,5,1623,1,-1,0,,yes,2014-05-06 00:00:00
30,technician,single,tertiary,no,3291,yes,no,,19,5,1218,3,-1,0,,yes,2014-05-19 00:00:00
32,technician,single,secondary,no,562,yes,no,,30,5,722,3,-1,0,,yes,2014-05-30 00:00:00
61,admin,married,secondary,no,1046,yes,no,cellular,21,8,158,1,-1,0,,yes,2014-08-21 00:00:00
33,management,single,tertiary,no,87,no,no,cellular,12,8,978,1,-1,0,,yes,2014-08-12 00:00:00
32,management,single,tertiary,no,10281,no,no,cellular,22,4,400,1,-1,0,,yes,2014-04-22 00:00:00
45,admin,divorced,primary,no,429,yes,no,cellular,22,4,147,1,181,1,success,yes,2014-04-22 00:00:00
59,retired,married,primary,no,3648,no,no,telephone,19,6,1321,3,-1,0,,yes,2014-06-19 00:00:00
48,blue-collar,married,secondary,no,863,yes,no,telephone,4,5,412,5,350,2,success,yes,2014-05-04 00:00:00
18,student,single,,no,3,no,no,cellular,25,8,130,2,-1,0,,yes,2014-08-25 00:00:00
27,management,single,tertiary,no,2648,no,no,cellular,5,2,917,1,-1,0,,yes,2014-02-05 00:00:00
32,management,single,tertiary,no,0,yes,no,cellular,30,4,370,3,-1,0,,yes,2014-04-30 00:00:00
50,technician,divorced,secondary,no,0,no,no,cellular,29,9,159,1,120,2,failure,yes,2014-09-29 00:00:00
30,self-employed,single,tertiary,no,655,no,no,cellular,23,9,272,4,184,1,success,yes,2014-09-23 00:00:00
23,student,single,,no,854,yes,no,,28,5,664,2,-1,0,,yes,2014-05-28 00:00:00
40,management,divorced,tertiary,no,858,no,no,cellular,26,10,202,2,-1,0,,yes,2014-10-26 00:00:00
27,blue-collar,single,tertiary,no,567,no,no,cellular,26,5,523,3,182,3,success,yes,2014-05-26 00:00:00
35,technician,single,secondary,no,399,yes,no,cellular,13,5,496,2,345,3,failure,yes,2014-05-13 00:00:00
53,admin,divorced,,no,257,no,no,cellular,11,7,1310,2,-1,0,,yes,2014-07-11 00:00:00
59,admin,married,secondary,no,3735,no,no,cellular,18,3,203,4,121,2,failure,yes,2014-03-18 00:00:00
37,management,married,tertiary,no,57,no,no,cellular,5,2,345,1,-1,0,,yes,2014-02-05 00:00:00
24,student,single,primary,no,1235,no,no,cellular,14,7,334,4,93,6,other,yes,2014-07-14 00:00:00
42,services,divorced,secondary,no,257,yes,no,cellular,12,5,955,2,-1,0,,yes,2014-05-12 00:00:00
27,technician,single,tertiary,no,401,no,no,cellular,6,8,218,3,93,2,success,yes,2014-08-06 00:00:00
29,self-employed,single,tertiary,no,3290,no,no,cellular,23,3,136,1,291,2,success,yes,2014-03-23 00:00:00
30,management,single,tertiary,no,297,no,no,cellular,8,11,188,1,-1,0,,yes,2014-11-08 00:00:00
22,admin,single,secondary,no,33,no,no,cellular,12,2,369,1,-1,0,,yes,2014-02-12 00:00:00
39,services,married,secondary,no,1179,no,no,cellular,25,5,284,1,-1,0,,yes,2014-05-25 00:00:00
35,management,single,tertiary,no,471,no,no,cellular,5,6,276,2,-1,0,,yes,2014-06-05 00:00:00
61,retired,married,secondary,no,938,no,no,cellular,15,7,392,2,183,3,success,yes,2014-07-15 00:00:00
33,technician,single,tertiary,no,1636,yes,no,cellular,27,2,165,1,-1,0,,yes,2014-02-27 00:00:00
42,management,divorced,tertiary,no,1243,no,no,cellular,26,8,1000,4,-1,0,,yes,2014-08-26 00:00:00
30,admin,single,tertiary,no,0,yes,no,cellular,4,2,730,2,-1,0,,yes,2014-02-04 00:00:00
51,retired,divorced,secondary,no,1679,no,no,cellular,12,8,417,1,365,9,other,yes,2014-08-12 00:00:00
25,services,single,,no,2022,no,no,cellular,29,7,276,8,97,12,other,yes,2014-07-29 00:00:00
44,technician,single,tertiary,no,2033,no,no,cellular,3,9,444,1,99,1,failure,yes,2014-09-03 00:00:00
34,admin,married,secondary,no,869,no,no,,6,5,1677,1,-1,0,,yes,2014-05-06 00:00:00
28,management,single,tertiary,no,3611,no,no,cellular,26,2,141,2,-1,0,,yes,2014-02-26 00:00:00
61,retired,divorced,primary,no,3624,no,no,cellular,25,11,342,1,-1,0,,yes,2014-11-25 00:00:00
21,student,single,secondary,no,2488,no,no,cellular,30,6,258,6,169,3,success,yes,2014-06-30 00:00:00
53,technician,divorced,tertiary,no,2228,no,no,cellular,17,11,890,1,-1,0,,yes,2014-11-17 00:00:00
46,services,married,secondary,no,4,no,no,cellular,30,4,268,1,261,5,other,yes,2014-04-30 00:00:00
52,technician,married,tertiary,no,2557,no,no,cellular,28,1,134,5,204,2,success,yes,2014-01-28 00:00:00
56,management,married,tertiary,no,1390,yes,no,cellular,18,11,543,1,-1,0,,yes,2014-11-18 00:00:00
36,technician,single,secondary,no,1228,yes,no,cellular,4,5,303,3,-1,0,,yes,2014-05-04 00:00:00
30,admin,married,secondary,no,1265,yes,yes,,26,5,414,2,-1,0,,yes,2014-05-26 00:00:00
41,admin,divorced,secondary,no,6046,yes,yes,telephone,15,3,300,6,182,2,success,yes,2014-03-15 00:00:00
33,management,single,tertiary,no,816,yes,no,cellular,11,10,383,2,503,2,failure,yes,2014-10-11 00:00:00
28,student,single,tertiary,no,0,no,no,cellular,28,9,294,2,105,7,other,yes,2014-09-28 00:00:00
54,technician,single,tertiary,no,118,no,no,cellular,5,4,280,1,-1,0,,yes,2014-04-05 00:00:00
50,management,married,secondary,no,1165,no,no,cellular,16,7,455,1,-1,0,,yes,2014-07-16 00:00:00
58,technician,married,secondary,no,99,no,no,telephone,22,9,396,2,-1,0,,yes,2014-09-22 00:00:00
33,services,married,secondary,no,1697,no,no,cellular,4,5,489,1,182,1,success,yes,2014-05-04 00:00:00
36,entrepreneur,single,secondary,no,866,yes,no,cellular,11,5,629,1,173,1,failure,yes,2014-05-11 00:00:00
51,technician,married,tertiary,no,0,no,no,cellular,2,3,539,2,-1,0,,yes,2014-03-02 00:00:00
35,technician,single,tertiary,no,5301,no,no,cellular,21,11,937,2,-1,0,,yes,2014-11-21 00:00:00
35,management,single,tertiary,no,7918,no,no,cellular,7,9,497,1,-1,0,,yes,2014-09-07 00:00:00
34,technician,married,secondary,no,1,no,no,cellular,28,8,535,2,-1,0,,yes,2014-08-28 00:00:00
45,management,married,tertiary,no,160,no,no,cellular,30,4,619,1,-1,0,,yes,2014-04-30 00:00:00
24,services,single,secondary,no,414,yes,no,cellular,18,5,493,1,370,1,other,yes,2014-05-18 00:00:00
45,,married,tertiary,no,406,no,no,cellular,7,9,314,1,-1,0,,yes,2014-09-07 00:00:00
42,entrepreneur,married,secondary,no,0,yes,no,cellular,9,4,331,1,140,4,failure,yes,2014-04-09 00:00:00
30,technician,single,tertiary,no,655,no,no,cellular,6,10,384,2,-1,0,,yes,2014-10-06 00:00:00
60,retired,divorced,secondary,no,514,no,no,cellular,16,3,263,1,124,9,other,yes,2014-03-16 00:00:00
40,technician,married,tertiary,no,11766,yes,no,cellular,13,4,218,2,242,9,failure,yes,2014-04-13 00:00:00
25,blue-collar,married,secondary,no,0,no,yes,cellular,15,7,1424,4,-1,0,,yes,2014-07-15 00:00:00
48,management,married,secondary,no,2892,no,no,cellular,7,7,407,1,385,1,success,yes,2014-07-07 00:00:00
28,admin,single,secondary,no,762,no,no,cellular,18,9,115,3,-1,0,,yes,2014-09-18 00:00:00
55,management,divorced,tertiary,no,2037,no,no,cellular,2,11,209,2,273,1,failure,yes,2014-11-02 00:00:00
47,management,single,tertiary,no,255,no,yes,cellular,30,7,802,4,-1,0,,yes,2014-07-30 00:00:00
32,student,married,secondary,no,1536,no,no,cellular,7,8,289,2,-1,0,,yes,2014-08-07 00:00:00
55,technician,divorced,tertiary,no,0,no,no,cellular,18,8,237,1,-1,0,,yes,2014-08-18 00:00:00
27,technician,single,secondary,no,2,yes,yes,cellular,6,5,554,2,356,1,failure,yes,2014-05-06 00:00:00
42,management,married,tertiary,no,1435,yes,no,cellular,7,5,1148,1,-1,0,,yes,2014-05-07 00:00:00
47,technician,married,secondary,no,1219,no,no,cellular,18,8,697,4,-1,0,,yes,2014-08-18 00:00:00
36,entrepreneur,married,secondary,no,2971,no,no,cellular,12,11,247,1,97,8,failure,yes,2014-11-12 00:00:00
64,retired,married,primary,no,440,no,no,cellular,6,2,495,1,-1,0,,yes,2014-02-06 00:00:00
34,management,married,tertiary,no,3301,yes,no,cellular,17,9,164,5,92,6,success,yes,2014-09-17 00:00:00
72,admin,married,primary,no,2321,no,no,cellular,14,9,221,2,64,12,failure,yes,2014-09-14 00:00:00
27,student,single,secondary,no,213,no,no,cellular,27,3,378,1,-1,0,,yes,2014-03-27 00:00:00
54,services,divorced,secondary,no,0,no,no,cellular,18,3,362,1,290,3,success,yes,2014-03-18 00:00:00
19,student,single,,no,108,no,no,cellular,10,8,168,1,182,2,success,yes,2014-08-10 00:00:00
33,admin,married,secondary,no,920,no,no,cellular,30,4,344,1,-1,0,,yes,2014-04-30 00:00:00
36,admin,married,secondary,no,1031,no,no,cellular,17,6,282,4,-1,0,,yes,2014-06-17 00:00:00
26,student,single,tertiary,no,294,no,no,cellular,5,3,87,1,91,2,success,yes,2014-03-05 00:00:00
42,admin,divorced,secondary,no,527,no,yes,cellular,22,10,181,1,185,1,success,yes,2014-10-22 00:00:00
24,management,single,tertiary,no,1030,no,no,cellular,4,3,396,2,-1,0,,yes,2014-03-04 00:00:00
28,self-employed,single,tertiary,no,2503,no,no,cellular,25,5,426,1,-1,0,,yes,2014-05-25 00:00:00
58,,married,,no,1547,no,no,telephone,5,8,1186,4,-1,0,,yes,2014-08-05 00:00:00
59,management,married,tertiary,no,1,yes,no,cellular,29,4,210,1,-1,0,,yes,2014-04-29 00:00:00
46,technician,married,secondary,no,1167,yes,no,cellular,21,11,1540,2,-1,0,,yes,2014-11-21 00:00:00
49,technician,married,tertiary,no,523,yes,no,cellular,3,3,152,2,-1,0,,yes,2014-03-03 00:00:00
45,blue-collar,divorced,primary,no,-207,no,no,cellular,15,7,878,2,-1,0,,yes,2014-07-15 00:00:00
32,management,single,tertiary,no,3283,no,no,cellular,12,8,623,2,191,2,success,yes,2014-08-12 00:00:00
46,blue-collar,married,secondary,no,1147,yes,no,cellular,20,4,720,1,-1,0,,yes,2014-04-20 00:00:00
29,management,single,tertiary,no,1170,no,no,cellular,20,4,453,1,-1,0,,yes,2014-04-20 00:00:00
30,management,single,secondary,no,4642,yes,no,cellular,21,11,528,1,-1,0,,yes,2014-11-21 00:00:00
31,self-employed,married,tertiary,no,2666,no,no,cellular,10,11,318,2,97,6,success,yes,2014-11-10 00:00:00
31,management,married,tertiary,no,792,no,no,cellular,20,8,763,14,-1,0,,yes,2014-08-20 00:00:00
33,blue-collar,single,primary,no,127,yes,no,,29,5,1059,2,-1,0,,yes,2014-05-29 00:00:00
49,services,divorced,secondary,no,0,no,no,cellular,28,7,412,2,-1,0,,yes,2014-07-28 00:00:00
30,admin,married,secondary,no,0,no,no,cellular,1,6,318,1,-1,0,,yes,2014-06-01 00:00:00
29,self-employed,single,tertiary,no,121,yes,no,,30,5,1500,2,-1,0,,yes,2014-05-30 00:00:00
44,services,single,secondary,no,618,no,no,cellular,12,5,193,1,-1,0,,yes,2014-05-12 00:00:00
34,blue-collar,married,secondary,no,2495,yes,no,,23,5,924,1,-1,0,,yes,2014-05-23 00:00:00
62,retired,married,secondary,no,569,no,no,cellular,4,2,94,5,184,1,success,yes,2014-02-04 00:00:00
58,management,married,tertiary,no,473,no,no,cellular,18,2,1109,1,262,1,success,yes,2014-02-18 00:00:00
60,management,married,tertiary,no,474,no,no,cellular,31,8,415,5,186,3,other,yes,2014-08-31 00:00:00
62,retired,divorced,tertiary,no,0,no,no,cellular,13,11,227,2,-1,0,,yes,2014-11-13 00:00:00
53,admin,married,secondary,no,1796,no,no,telephone,15,12,476,1,193,1,failure,yes,2014-12-15 00:00:00
32,management,single,tertiary,no,520,no,no,cellular,3,2,443,2,-1,0,,yes,2014-02-03 00:00:00
39,blue-collar,married,primary,no,118,no,no,cellular,3,2,906,1,-1,0,,yes,2014-02-03 00:00:00
58,management,married,tertiary,no,3342,no,no,cellular,5,2,344,5,-1,0,,yes,2014-02-05 00:00:00
38,admin,single,secondary,no,3239,no,no,,5,6,817,2,-1,0,,yes,2014-06-05 00:00:00
56,technician,married,secondary,no,23,no,no,cellular,20,11,857,3,-1,0,,yes,2014-11-20 00:00:00
52,management,married,tertiary,no,40,no,no,cellular,19,11,1265,3,-1,0,,yes,2014-11-19 00:00:00
45,management,married,tertiary,no,226,yes,no,cellular,13,8,177,6,179,10,success,yes,2014-08-13 00:00:00
28,management,single,tertiary,no,939,yes,no,,27,5,740,1,-1,0,,yes,2014-05-27 00:00:00
29,blue-collar,single,secondary,no,-20,no,yes,cellular,21,7,574,1,-1,0,,yes,2014-07-21 00:00:00
29,blue-collar,married,secondary,no,940,yes,yes,cellular,15,5,382,1,-1,0,,yes,2014-05-15 00:00:00
60,blue-collar,married,primary,no,5,no,no,cellular,29,1,533,1,92,1,success,yes,2014-01-29 00:00:00
31,management,married,secondary,no,0,no,no,cellular,11,8,720,1,-1,0,,yes,2014-08-11 00:00:00
31,services,married,secondary,no,447,no,no,cellular,4,6,327,3,77,3,success,yes,2014-06-04 00:00:00
57,technician,divorced,tertiary,no,126,no,no,telephone,4,6,166,2,-1,0,,yes,2014-06-04 00:00:00
25,technician,single,secondary,no,4718,no,no,cellular,24,7,709,1,-1,0,,yes,2014-07-24 00:00:00
27,management,single,secondary,no,843,no,no,cellular,8,1,187,1,-1,0,,yes,2014-01-08 00:00:00
24,blue-collar,married,primary,no,656,yes,no,,16,5,894,1,-1,0,,yes,2014-05-16 00:00:00
39,services,single,secondary,no,91,no,no,cellular,3,9,213,1,185,1,success,yes,2014-09-03 00:00:00
27,services,married,secondary,no,0,yes,no,cellular,22,7,1608,13,-1,0,,yes,2014-07-22 00:00:00
24,self-employed,single,tertiary,no,2984,yes,no,,27,5,935,1,-1,0,,yes,2014-05-27 00:00:00
56,management,married,primary,no,870,no,no,cellular,16,11,257,1,-1,0,,yes,2014-11-16 00:00:00
33,admin,single,tertiary,no,7608,no,no,cellular,30,3,238,4,-1,0,,yes,2014-03-30 00:00:00
38,technician,married,secondary,no,5115,yes,no,cellular,2,6,318,1,95,7,success,yes,2014-06-02 00:00:00
34,admin,married,secondary,no,247,no,no,cellular,8,10,401,2,-1,0,,yes,2014-10-08 00:00:00
45,blue-collar,married,secondary,no,154,yes,no,,7,5,1138,1,-1,0,,yes,2014-05-07 00:00:00
35,management,married,tertiary,no,1731,no,no,cellular,31,7,361,4,-1,0,,yes,2014-07-31 00:00:00
52,management,married,tertiary,no,3634,no,no,cellular,8,2,341,8,-1,0,,yes,2014-02-08 00:00:00
38,admin,divorced,secondary,no,19,yes,no,cellular,5,2,1130,3,251,2,success,yes,2014-02-05 00:00:00
23,technician,single,tertiary,no,1129,yes,no,,28,5,806,1,-1,0,,yes,2014-05-28 00:00:00
38,blue-collar,divorced,secondary,no,0,yes,no,cellular,21,10,576,1,183,4,success,yes,2014-10-21 00:00:00
36,technician,single,secondary,no,12264,no,no,cellular,12,4,158,2,-1,0,,yes,2014-04-12 00:00:00
33,services,married,secondary,no,478,no,no,cellular,30,4,475,2,-1,0,,yes,2014-04-30 00:00:00
43,management,single,tertiary,no,2081,no,no,cellular,22,10,554,3,-1,0,,yes,2014-10-22 00:00:00
41,technician,married,secondary,no,965,no,no,cellular,22,8,336,10,-1,0,,yes,2014-08-22 00:00:00
46,technician,married,secondary,no,332,yes,no,,9,5,772,1,-1,0,,yes,2014-05-09 00:00:00
60,housemaid,married,primary,no,1163,no,no,cellular,30,4,470,8,-1,0,,yes,2014-04-30 00:00:00
40,unemployed,married,secondary,no,1960,yes,no,,2,6,605,6,-1,0,,yes,2014-06-02 00:00:00
33,admin,divorced,secondary,no,294,yes,no,cellular,8,5,763,1,-1,0,,yes,2014-05-08 00:00:00
35,self-employed,married,secondary,no,188,yes,yes,,5,6,1865,2,-1,0,,yes,2014-06-05 00:00:00
36,management,married,tertiary,no,254,no,no,cellular,3,2,303,2,-1,0,,yes,2014-02-03 00:00:00
28,student,single,secondary,no,1377,yes,no,cellular,14,5,688,2,-1,0,,yes,2014-05-14 00:00:00
60,retired,married,secondary,no,523,no,no,cellular,13,8,192,3,-1,0,,yes,2014-08-13 00:00:00
47,management,married,tertiary,no,600,no,no,cellular,19,8,290,15,-1,0,,yes,2014-08-19 00:00:00
35,student,married,tertiary,no,387,yes,no,cellular,8,5,1024,3,347,3,failure,yes,2014-05-08 00:00:00
53,admin,married,secondary,no,849,yes,no,cellular,6,2,3102,3,-1,0,,yes,2014-02-06 00:00:00
39,blue-collar,divorced,primary,no,1317,yes,no,cellular,20,11,543,1,170,4,other,yes,2014-11-20 00:00:00
46,services,married,secondary,no,273,no,no,cellular,22,8,565,2,-1,0,,yes,2014-08-22 00:00:00
34,management,married,tertiary,no,0,yes,no,cellular,30,4,300,1,86,1,success,yes,2014-04-30 00:00:00
58,retired,divorced,primary,no,2538,yes,no,cellular,19,11,680,2,111,6,failure,yes,2014-11-19 00:00:00
34,technician,married,secondary,no,133,no,no,cellular,15,11,401,2,187,5,success,yes,2014-11-15 00:00:00
33,admin,single,tertiary,no,146,no,no,cellular,22,10,380,1,91,3,success,yes,2014-10-22 00:00:00
42,technician,single,,no,11115,no,no,cellular,30,4,328,1,-1,0,,yes,2014-04-30 00:00:00
32,services,single,secondary,no,486,no,no,cellular,29,1,1181,1,-1,0,,yes,2014-01-29 00:00:00
47,management,single,tertiary,no,159,no,no,telephone,29,10,220,3,155,3,other,yes,2014-10-29 00:00:00
35,blue-collar,married,,no,1201,no,no,,18,6,537,1,-1,0,,yes,2014-06-18 00:00:00
77,retired,married,primary,no,2590,no,no,telephone,13,11,212,3,277,12,failure,yes,2014-11-13 00:00:00
62,retired,married,,no,800,no,no,cellular,17,2,737,1,-1,0,,yes,2014-02-17 00:00:00
62,self-employed,divorced,secondary,no,0,yes,no,cellular,20,8,158,1,-1,0,,yes,2014-08-20 00:00:00
38,management,married,tertiary,no,385,yes,no,telephone,28,10,154,1,-1,0,,yes,2014-10-28 00:00:00
37,management,married,tertiary,no,238,no,no,cellular,3,2,185,1,92,1,success,yes,2014-02-03 00:00:00
38,management,married,tertiary,no,238,no,no,cellular,4,8,139,1,92,3,failure,yes,2014-08-04 00:00:00
31,management,married,tertiary,no,1812,no,no,cellular,30,4,461,1,-1,0,,yes,2014-04-30 00:00:00
38,management,married,tertiary,no,413,no,no,cellular,13,10,252,2,183,3,success,yes,2014-10-13 00:00:00
31,blue-collar,married,secondary,no,152,yes,yes,cellular,8,7,831,1,-1,0,,yes,2014-07-08 00:00:00
34,blue-collar,married,primary,no,1031,yes,no,,29,5,751,3,-1,0,,yes,2014-05-29 00:00:00
33,management,single,tertiary,no,3143,no,no,cellular,29,6,421,2,-1,0,,yes,2014-06-29 00:00:00
38,management,married,tertiary,no,613,no,no,cellular,3,2,239,1,-1,0,,yes,2014-02-03 00:00:00
28,services,single,secondary,no,168,no,no,cellular,12,1,387,1,194,1,other,yes,2014-01-12 00:00:00
67,retired,single,tertiary,no,2144,no,no,telephone,21,4,847,2,-1,0,,yes,2014-04-21 00:00:00
31,management,married,tertiary,no,1331,no,no,cellular,30,4,297,1,86,3,success,yes,2014-04-30 00:00:00
49,technician,married,tertiary,no,2611,no,no,cellular,20,4,194,2,-1,0,,yes,2014-04-20 00:00:00
53,technician,single,secondary,no,925,no,no,cellular,25,8,930,3,-1,0,,yes,2014-08-25 00:00:00
31,technician,single,tertiary,no,985,yes,no,cellular,17,4,997,1,57,2,failure,yes,2014-04-17 00:00:00
60,technician,divorced,secondary,no,367,no,no,cellular,16,8,318,2,-1,0,,yes,2014-08-16 00:00:00
30,unemployed,single,tertiary,no,302,no,no,cellular,11,2,528,3,-1,0,,yes,2014-02-11 00:00:00
38,admin,married,secondary,no,47,yes,no,cellular,4,5,288,5,-1,0,,yes,2014-05-04 00:00:00
49,blue-collar,married,secondary,no,1946,no,no,cellular,16,7,486,1,-1,0,,yes,2014-07-16 00:00:00
40,technician,married,secondary,no,2266,no,no,cellular,16,10,447,1,147,5,failure,yes,2014-10-16 00:00:00
34,technician,single,tertiary,no,992,yes,no,cellular,5,2,71,2,-1,0,,yes,2014-02-05 00:00:00
35,management,single,tertiary,no,3544,yes,no,cellular,8,6,380,1,-1,0,,yes,2014-06-08 00:00:00
33,blue-collar,single,secondary,no,76,yes,no,,4,6,1141,4,-1,0,,yes,2014-06-04 00:00:00
34,management,single,,no,6013,yes,no,cellular,18,5,612,1,-1,0,,yes,2014-05-18 00:00:00
